Fecha,Tarde/Noche,Centena,Fijo,1er Corrido,2do Corrido
20-01-2022,N,2,37,58,15
21-01-2022,T,4,70,12,92
21-01-2022,N,7,82,14,37
22-01-2022,T,9,12,00,85
22-01-2022,N,6,89,36,49
23-01-2022,T,3,29,74,12
23-01-2022,N,0,07,86,12
24-01-2022,T,3,33,92,27
24-01-2022,N,8,11,50,58
25-01-2022,T,9,29,55,14
25-01-2022,N,5,94,96,00
26-01-2022,T,1,98,17,98
26-01-2022,N,0,45,85,24
27-01-2022,T,0,85,49,55
27-01-2022,N,3,77,45,47
28-01-2022,T,4,70,56,96
28-01-2022,N,5,51,60,20
29-01-2022,T,9,93,27,06
29-01-2022,N,2,62,94,16
30-01-2022,T,7,77,47,95
30-01-2022,N,4,43,51,62
31-01-2022,T,2,24,11,75
31-01-2022,N,3,88,05,24
01-02-2022,T,1,29,93,55
01-02-2022,N,8,14,24,16
02-02-2022,T,5,98,28,86
02-02-2022,N,7,31,71,89
03-02-2022,T,1,26,16,47
03-02-2022,N,6,67,39,35
04-02-2022,T,4,62,24,59
04-02-2022,N,4,75,49,25
05-02-2022,T,1,87,45,00
05-02-2022,N,6,15,08,42
06-02-2022,T,5,06,03,51
06-02-2022,N,3,14,72,76
07-02-2022,T,1,00,24,18
07-02-2022,N,2,34,27,12
08-02-2022,T,3,35,21,64
08-02-2022,N,2,36,50,19
09-02-2022,T,4,65,20,22
09-02-2022,N,2,29,13,66
10-02-2022,T,7,33,43,60
10-02-2022,N,7,66,19,98
11-02-2022,T,8,87,59,80
11-02-2022,N,6,07,57,63
12-02-2022,T,5,19,64,36
12-02-2022,N,0,41,78,25
13-02-2022,T,7,32,86,13
13-02-2022,N,8,13,38,40
14-02-2022,T,2,46,30,14
14-02-2022,N,8,28,80,50
15-02-2022,T,3,79,84,79
15-02-2022,N,9,37,87,39
16-02-2022,T,2,06,94,19
16-02-2022,N,3,95,71,78
17-02-2022,T,4,11,86,28
17-02-2022,N,9,02,81,09
18-02-2022,T,1,25,24,75
18-02-2022,N,8,32,46,53
19-02-2022,T,5,60,84,09
19-02-2022,N,3,70,35,17
20-02-2022,T,3,51,13,55
20-02-2022,N,2,11,57,61
21-02-2022,T,3,84,83,13
21-02-2022,N,9,20,49,42
22-02-2022,T,1,83,91,43
22-02-2022,N,3,19,50,70
23-02-2022,T,6,31,80,72
23-02-2022,N,3,02,00,55
24-02-2022,T,5,44,79,40
24-02-2022,N,1,31,54,15
25-02-2022,T,5,45,49,70
25-02-2022,N,3,87,69,14
26-02-2022,T,8,58,84,23
26-02-2022,N,6,83,35,66
27-02-2022,T,5,26,18,67
27-02-2022,N,2,55,36,36
28-02-2022,T,3,99,63,12
28-02-2022,N,7,54,81,39
01-03-2022,T,3,68,03,22
01-03-2022,N,4,50,82,69
02-03-2022,T,9,75,08,38
02-03-2022,N,0,74,92,38
03-03-2022,T,4,40,14,65
03-03-2022,N,6,01,77,32
04-03-2022,T,9,21,86,47
04-03-2022,N,8,14,37,61
05-03-2022,T,4,88,02,96
05-03-2022,N,9,41,89,87
06-03-2022,T,7,17,35,14
06-03-2022,N,3,85,97,89
07-03-2022,T,5,22,08,90
07-03-2022,N,8,72,76,99
08-03-2022,T,2,65,07,21
08-03-2022,N,5,35,57,70
09-03-2022,T,9,53,69,06
09-03-2022,N,7,73,14,99
10-03-2022,T,4,59,02,34
10-03-2022,N,0,52,25,80
11-03-2022,T,1,47,21,85
11-03-2022,N,7,48,97,35
12-03-2022,T,4,21,83,06
12-03-2022,N,1,32,06,01
13-03-2022,T,0,43,76,39
13-03-2022,N,1,81,71,47
14-03-2022,T,4,62,04,53
14-03-2022,N,2,66,75,42
15-03-2022,T,9,19,56,02
15-03-2022,N,0,65,35,47
16-03-2022,T,2,58,15,91
16-03-2022,N,4,20,71,85
17-03-2022,T,9,70,39,05
17-03-2022,N,4,11,96,89
18-03-2022,T,9,84,88,89
18-03-2022,N,0,20,73,26
19-03-2022,T,1,77,62,96
19-03-2022,N,8,97,44,33
20-03-2022,T,1,28,39,11
20-03-2022,N,5,17,14,28
21-03-2022,T,0,45,51,99
21-03-2022,N,5,40,87,87
22-03-2022,T,5,98,10,76
22-03-2022,N,8,38,73,36
23-03-2022,T,6,80,70,92
23-03-2022,N,7,91,83,33
24-03-2022,T,9,55,45,64
24-03-2022,N,3,23,34,02
25-03-2022,T,7,66,56,50
25-03-2022,N,1,40,53,80
26-03-2022,T,5,76,86,95
26-03-2022,N,9,34,83,93
27-03-2022,T,1,28,60,46
27-03-2022,N,8,63,20,22
28-03-2022,T,6,63,42,89
28-03-2022,N,6,75,61,92
29-03-2022,T,1,11,44,99
29-03-2022,N,2,31,63,58
30-03-2022,T,4,74,96,85
30-03-2022,N,9,26,57,45
31-03-2022,T,5,90,51,68
31-03-2022,N,3,66,50,89
01-04-2022,T,9,99,19,42
01-04-2022,N,7,11,44,04
02-04-2022,T,7,27,22,45
02-04-2022,N,3,71,81,59
03-04-2022,T,1,22,83,93
03-04-2022,N,2,69,45,91
04-04-2022,T,2,29,29,36
04-04-2022,N,3,06,05,06
05-04-2022,T,6,70,48,35
05-04-2022,N,7,23,57,10
06-04-2022,T,5,66,49,12
06-04-2022,N,3,15,01,12
07-04-2022,T,5,27,10,62
07-04-2022,N,4,89,68,61
08-04-2022,T,6,46,92,48
08-04-2022,N,4,23,20,74
09-04-2022,T,6,48,82,19
09-04-2022,N,7,77,80,79
10-04-2022,T,4,54,04,83
10-04-2022,N,8,96,78,79
11-04-2022,T,2,60,01,08
11-04-2022,N,7,90,14,08
12-04-2022,T,2,05,66,88
12-04-2022,N,2,67,25,02
13-04-2022,T,6,57,68,35
13-04-2022,N,8,49,21,98
14-04-2022,T,8,37,17,24
14-04-2022,N,7,65,69,69
15-04-2022,T,8,04,74,83
15-04-2022,N,6,48,84,64
16-04-2022,T,9,11,43,62
16-04-2022,N,2,15,18,77
17-04-2022,T,8,34,92,21
17-04-2022,N,5,54,31,90
18-04-2022,T,4,95,71,79
18-04-2022,N,8,97,41,87
19-04-2022,T,1,55,89,18
19-04-2022,N,3,63,39,65
20-04-2022,T,8,31,12,20
20-04-2022,N,2,89,35,50
21-04-2022,T,6,48,34,01
21-04-2022,N,5,89,04,94
22-04-2022,T,9,76,03,00
22-04-2022,N,8,84,08,90
23-04-2022,T,8,86,04,07
23-04-2022,N,1,58,37,92
24-04-2022,T,6,93,03,59
24-04-2022,N,8,54,74,93
25-04-2022,T,1,93,53,16
25-04-2022,N,6,63,18,57
26-04-2022,T,0,56,52,65
26-04-2022,N,0,08,99,02
27-04-2022,T,1,05,96,98
27-04-2022,N,4,97,98,89
28-04-2022,T,0,68,25,32
28-04-2022,N,2,51,34,78
29-04-2022,T,9,96,21,92
29-04-2022,N,5,81,67,59
30-04-2022,T,5,98,04,22
30-04-2022,N,2,30,40,04
01-05-2022,T,1,93,34,43
01-05-2022,N,7,27,70,79
02-05-2022,T,5,71,24,12
02-05-2022,N,2,48,90,61
03-05-2022,T,6,51,84,88
03-05-2022,N,3,74,60,54
04-05-2022,T,1,73,31,02
04-05-2022,N,2,11,90,32
05-05-2022,T,3,85,38,18
05-05-2022,N,0,17,36,64
06-05-2022,T,0,25,48,86
06-05-2022,N,5,77,98,16
07-05-2022,T,6,48,31,89
07-05-2022,N,0,51,43,23
08-05-2022,T,1,74,26,39
08-05-2022,N,6,05,89,91
09-05-2022,T,7,08,17,53
09-05-2022,N,8,30,59,55
10-05-2022,T,1,48,24,75
10-05-2022,N,5,78,98,11
11-05-2022,T,0,47,78,18
11-05-2022,N,1,03,45,29
12-05-2022,T,9,84,26,44
12-05-2022,N,7,32,12,99
13-05-2022,T,7,02,11,99
13-05-2022,N,0,56,49,04
14-05-2022,T,7,01,54,18
14-05-2022,N,2,77,71,16
15-05-2022,T,3,77,06,51
15-05-2022,N,4,17,22,41
16-05-2022,T,3,76,77,19
16-05-2022,N,7,06,53,69
17-05-2022,T,6,50,66,02
17-05-2022,N,6,82,48,08
18-05-2022,T,9,78,67,08
18-05-2022,N,3,73,10,06
19-05-2022,T,3,76,08,19
19-05-2022,N,4,96,13,70
20-05-2022,T,5,32,51,61
20-05-2022,N,7,18,33,73
21-05-2022,T,4,13,71,61
21-05-2022,N,7,86,28,96
22-05-2022,T,0,10,81,52
22-05-2022,N,5,36,77,00
23-05-2022,T,3,09,97,94
23-05-2022,N,4,18,08,11
24-05-2022,T,6,59,22,03
24-05-2022,N,5,92,23,54
25-05-2022,T,9,42,62,23
25-05-2022,N,6,80,23,61
26-05-2022,T,5,32,53,40
26-05-2022,N,5,34,22,76
27-05-2022,T,0,44,02,47
27-05-2022,N,1,38,72,55
28-05-2022,T,5,14,71,97
28-05-2022,N,6,97,51,10
29-05-2022,T,4,54,08,93
29-05-2022,N,4,00,17,87
30-05-2022,T,4,99,93,01
30-05-2022,N,8,21,56,51
31-05-2022,T,3,98,31,38
31-05-2022,N,7,26,22,67
01-06-2022,T,8,46,56,03
01-06-2022,N,3,31,20,25
02-06-2022,T,1,25,03,77
02-06-2022,N,6,75,41,70
03-06-2022,T,6,80,34,28
03-06-2022,N,0,12,69,72
04-06-2022,T,2,65,35,59
04-06-2022,N,2,08,13,80
05-06-2022,T,8,92,24,82
05-06-2022,N,7,74,31,75
06-06-2022,T,2,43,06,33
06-06-2022,N,3,43,24,36
07-06-2022,T,9,56,95,71
07-06-2022,N,4,44,01,36
08-06-2022,T,9,35,04,84
08-06-2022,N,6,80,36,80
09-06-2022,T,5,26,68,48
09-06-2022,N,4,97,62,67
10-06-2022,T,2,52,29,82
10-06-2022,N,8,56,30,39
11-06-2022,T,6,12,13,50
11-06-2022,N,0,72,87,03
12-06-2022,T,5,79,23,76
12-06-2022,N,8,72,17,58
13-06-2022,T,5,29,77,48
13-06-2022,N,7,38,67,54
14-06-2022,T,5,48,16,69
14-06-2022,N,3,71,58,46
15-06-2022,T,4,63,02,40
15-06-2022,N,7,96,55,74
16-06-2022,T,8,15,60,74
16-06-2022,N,5,98,37,58
17-06-2022,T,9,71,58,56
17-06-2022,N,2,79,20,00
18-06-2022,T,9,29,41,85
18-06-2022,N,9,38,02,25
19-06-2022,T,5,73,22,69
19-06-2022,N,6,68,15,91
20-06-2022,T,9,52,05,71
20-06-2022,N,1,26,82,69
21-06-2022,T,2,75,15,08
21-06-2022,N,6,28,83,92
22-06-2022,T,9,57,89,96
22-06-2022,N,0,05,16,00
23-06-2022,T,0,86,86,51
23-06-2022,N,1,48,39,20
24-06-2022,T,6,21,30,11
24-06-2022,N,5,15,75,73
25-06-2022,T,1,50,48,15
25-06-2022,N,7,00,17,44
26-06-2022,T,0,82,97,94
26-06-2022,N,7,06,09,51
27-06-2022,T,2,28,00,86
27-06-2022,N,2,93,73,40
28-06-2022,T,0,46,82,17
28-06-2022,N,0,43,37,85
29-06-2022,T,3,71,05,77
29-06-2022,N,8,93,34,77
30-06-2022,T,1,18,55,31
30-06-2022,N,2,06,16,40
01-07-2022,T,8,23,54,61
01-07-2022,N,5,03,86,62
02-07-2022,T,2,93,99,72
02-07-2022,N,3,79,55,27
03-07-2022,T,0,32,04,46
03-07-2022,N,9,91,88,97
04-07-2022,T,0,77,07,23
04-07-2022,N,0,70,93,47
05-07-2022,T,5,60,67,15
05-07-2022,N,6,73,98,09
06-07-2022,T,3,15,94,80
06-07-2022,N,5,21,46,71
07-07-2022,T,4,53,43,50
07-07-2022,N,6,78,82,98
08-07-2022,T,1,23,43,03
08-07-2022,N,8,80,40,53
09-07-2022,T,0,49,39,06
09-07-2022,N,1,50,36,25
10-07-2022,T,3,44,52,46
10-07-2022,N,3,34,09,21
11-07-2022,T,4,34,27,93
11-07-2022,N,4,98,01,14
12-07-2022,T,3,66,69,16
12-07-2022,N,1,01,09,82
13-07-2022,T,7,70,36,01
13-07-2022,N,1,39,70,51
14-07-2022,T,8,51,81,03
14-07-2022,N,2,61,84,40
15-07-2022,T,4,92,18,86
15-07-2022,N,9,44,91,12
16-07-2022,T,0,66,67,59
16-07-2022,N,7,07,39,39
17-07-2022,T,5,59,36,89
17-07-2022,N,0,40,28,03
18-07-2022,T,8,65,71,58
18-07-2022,N,7,78,23,56
19-07-2022,T,5,62,05,93
19-07-2022,N,2,10,88,31
20-07-2022,T,8,96,34,67
20-07-2022,N,9,74,26,35
21-07-2022,T,7,34,48,77
21-07-2022,N,7,54,08,46
22-07-2022,T,3,20,19,84
22-07-2022,N,2,60,87,86
23-07-2022,T,8,13,48,97
23-07-2022,N,1,64,88,50
24-07-2022,T,8,42,25,88
24-07-2022,N,9,70,56,87
25-07-2022,T,2,04,13,63
25-07-2022,N,4,79,35,54
26-07-2022,T,3,89,96,18
26-07-2022,N,2,99,04,16
27-07-2022,T,4,28,90,04
27-07-2022,N,3,54,70,25
28-07-2022,T,9,03,13,19
28-07-2022,N,9,74,16,46
29-07-2022,T,7,41,57,59
29-07-2022,N,4,25,52,73
30-07-2022,T,5,40,15,18
30-07-2022,N,6,46,93,62
31-07-2022,T,6,95,08,52
31-07-2022,N,4,58,31,96
01-08-2022,T,5,05,84,85
01-08-2022,N,3,32,46,36
02-08-2022,T,1,95,85,92
02-08-2022,N,0,34,00,07
03-08-2022,T,3,28,29,86
03-08-2022,N,0,45,49,01
04-08-2022,T,1,90,47,52
04-08-2022,N,5,93,74,88
05-08-2022,T,9,10,97,05
05-08-2022,N,0,76,09,20
06-08-2022,T,5,92,47,53
06-08-2022,N,4,99,23,52
07-08-2022,T,8,43,55,85
07-08-2022,N,4,59,20,37
08-08-2022,T,8,90,75,73
08-08-2022,N,5,61,60,14
09-08-2022,T,3,16,58,84
09-08-2022,N,4,33,45,27
10-08-2022,T,3,98,14,97
10-08-2022,N,4,18,06,56
11-08-2022,T,5,45,18,28
11-08-2022,N,8,67,56,04
12-08-2022,T,0,99,05,80
12-08-2022,N,8,48,05,72
13-08-2022,T,0,99,64,11
13-08-2022,N,4,75,19,99
14-08-2022,T,3,59,97,19
14-08-2022,N,4,20,31,09
15-08-2022,T,9,02,66,56
15-08-2022,N,3,94,16,75
16-08-2022,T,7,97,59,51
16-08-2022,N,2,37,01,33
17-08-2022,T,4,10,64,20
17-08-2022,N,0,19,12,43
18-08-2022,T,4,74,24,53
18-08-2022,N,5,36,72,44
19-08-2022,T,8,58,91,10
19-08-2022,N,6,77,03,61
20-08-2022,T,9,92,22,80
20-08-2022,N,4,10,30,82
21-08-2022,T,0,50,58,17
21-08-2022,N,2,67,97,05
22-08-2022,T,3,39,47,92
22-08-2022,N,1,49,00,66
23-08-2022,T,6,89,38,67
23-08-2022,N,6,62,24,01
24-08-2022,T,4,72,42,93
24-08-2022,N,0,40,65,50
25-08-2022,T,6,56,95,12
25-08-2022,N,5,11,66,10
26-08-2022,T,4,29,63,20
26-08-2022,N,7,09,07,54
27-08-2022,T,2,11,10,48
27-08-2022,N,7,35,82,97
28-08-2022,T,9,15,58,55
28-08-2022,N,0,17,21,94
29-08-2022,T,0,55,77,30
29-08-2022,N,6,87,16,96
30-08-2022,T,1,44,44,01
30-08-2022,N,9,37,83,74
31-08-2022,T,6,89,33,93
31-08-2022,N,7,82,07,68
01-09-2022,T,3,69,62,72
01-09-2022,N,7,52,79,56
02-09-2022,T,4,89,29,30
02-09-2022,N,5,18,49,67
03-09-2022,T,8,21,55,13
03-09-2022,N,9,66,84,87
04-09-2022,T,8,24,66,03
04-09-2022,N,7,72,70,48
05-09-2022,T,5,43,42,23
05-09-2022,N,5,96,13,59
06-09-2022,T,1,20,11,49
06-09-2022,N,6,55,69,58
07-09-2022,T,1,62,87,53
07-09-2022,N,0,51,97,02
08-09-2022,T,9,55,34,55
08-09-2022,N,7,47,11,48
09-09-2022,T,0,86,53,63
09-09-2022,N,3,12,16,77
10-09-2022,T,0,87,57,34
10-09-2022,N,4,78,23,00
11-09-2022,T,6,19,55,25
11-09-2022,N,4,26,00,46
12-09-2022,T,2,56,00,74
12-09-2022,N,1,27,21,50
13-09-2022,T,0,38,61,45
13-09-2022,N,6,56,79,38
14-09-2022,T,8,61,88,32
14-09-2022,N,7,45,63,99
15-09-2022,T,0,88,01,49
15-09-2022,N,0,72,38,70
16-09-2022,T,7,39,68,52
16-09-2022,N,3,95,56,15
17-09-2022,T,7,12,82,40
17-09-2022,N,6,31,00,87
18-09-2022,T,9,06,36,12
18-09-2022,N,1,00,38,55
19-09-2022,T,2,64,39,33
19-09-2022,N,1,43,10,48
20-09-2022,T,0,21,54,55
20-09-2022,N,3,46,03,51
21-09-2022,T,0,43,33,77
21-09-2022,N,8,36,94,64
22-09-2022,T,5,62,96,58
22-09-2022,N,2,79,26,68
23-09-2022,T,1,16,08,55
23-09-2022,N,5,06,00,91
24-09-2022,T,6,17,70,76
24-09-2022,N,0,47,18,27
25-09-2022,T,6,09,17,21
25-09-2022,N,6,00,78,93
26-09-2022,T,3,81,34,20
26-09-2022,N,9,82,44,05
27-09-2022,T,5,29,44,44
27-09-2022,N,7,05,32,39
28-09-2022,T,2,48,32,02
28-09-2022,N,9,56,35,12
29-09-2022,T,7,49,51,87
29-09-2022,N,0,67,94,62
30-09-2022,T,1,84,94,36
30-09-2022,N,5,68,94,99
01-10-2022,T,9,50,66,79
01-10-2022,N,1,67,92,87
02-10-2022,T,7,56,71,13
02-10-2022,N,4,78,69,80
03-10-2022,T,3,92,55,82
03-10-2022,N,8,29,10,30
04-10-2022,T,3,25,67,46
04-10-2022,N,2,99,66,25
05-10-2022,T,0,23,82,21
05-10-2022,N,9,53,12,38
06-10-2022,T,9,92,55,44
06-10-2022,N,5,06,07,84
07-10-2022,T,2,53,87,21
07-10-2022,N,1,54,55,26
08-10-2022,T,8,61,22,88
08-10-2022,N,2,50,64,85
09-10-2022,T,4,14,98,63
09-10-2022,N,5,94,16,77
10-10-2022,T,0,45,60,83
10-10-2022,N,0,91,99,80
11-10-2022,T,3,98,27,61
11-10-2022,N,3,11,23,53
12-10-2022,T,3,16,07,49
12-10-2022,N,9,94,61,23
13-10-2022,T,1,76,97,81
13-10-2022,N,8,20,63,94
14-10-2022,T,1,26,07,37
14-10-2022,N,4,05,80,85
15-10-2022,T,8,80,53,06
15-10-2022,N,5,27,15,45
16-10-2022,T,0,08,47,01
16-10-2022,N,0,37,43,30
17-10-2022,T,8,53,90,56
17-10-2022,N,3,05,93,39
18-10-2022,T,4,90,65,01
18-10-2022,N,0,77,66,38
19-10-2022,T,8,59,81,83
19-10-2022,N,4,05,93,31
20-10-2022,T,3,20,22,18
20-10-2022,N,4,33,77,80
21-10-2022,T,3,89,94,30
21-10-2022,N,8,94,61,48
22-10-2022,T,9,08,00,81
22-10-2022,N,2,22,64,94
23-10-2022,T,3,57,86,05
23-10-2022,N,8,94,50,87
24-10-2022,T,3,80,04,30
24-10-2022,N,8,58,87,21
25-10-2022,T,8,22,16,32
25-10-2022,N,4,52,51,34
26-10-2022,T,0,88,68,98
26-10-2022,N,5,49,35,45
27-10-2022,T,4,28,36,64
27-10-2022,N,6,05,78,22
28-10-2022,T,0,43,37,37
28-10-2022,N,6,96,28,95
29-10-2022,T,6,82,68,58
29-10-2022,N,9,50,33,54
30-10-2022,T,2,36,91,57
30-10-2022,N,2,17,05,88
31-10-2022,T,0,40,62,91
31-10-2022,N,5,36,71,58
01-11-2022,T,7,21,63,15
01-11-2022,N,3,22,42,32
02-11-2022,T,6,25,11,08
02-11-2022,N,9,97,92,01
03-11-2022,T,7,61,62,93
03-11-2022,N,2,86,91,69
04-11-2022,T,8,89,48,47
04-11-2022,N,2,43,30,15
05-11-2022,T,4,71,41,93
05-11-2022,N,0,15,68,56
06-11-2022,T,2,07,73,16
06-11-2022,N,9,83,94,64
07-11-2022,T,8,11,43,20
07-11-2022,N,1,09,18,13
08-11-2022,T,3,49,35,88
08-11-2022,N,4,52,49,48
09-11-2022,T,5,55,45,99
09-11-2022,N,1,53,78,28
10-11-2022,T,5,61,51,58
10-11-2022,N,0,82,98,89
11-11-2022,T,9,44,48,80
11-11-2022,N,2,06,44,26
12-11-2022,T,4,80,11,01
12-11-2022,N,4,97,62,83
13-11-2022,T,1,78,49,37
13-11-2022,N,2,09,68,57
14-11-2022,T,6,67,75,68
14-11-2022,N,6,43,56,93
15-11-2022,T,8,25,72,54
15-11-2022,N,5,34,65,50
16-11-2022,T,1,58,14,60
16-11-2022,N,7,92,95,70
17-11-2022,T,7,61,21,67
17-11-2022,N,5,22,87,51
18-11-2022,T,3,25,20,33
18-11-2022,N,0,15,96,25
19-11-2022,T,7,93,27,80
19-11-2022,N,9,40,73,82
20-11-2022,T,1,88,14,84
20-11-2022,N,5,38,55,89
21-11-2022,T,1,17,86,02
21-11-2022,N,4,52,87,69
22-11-2022,T,8,72,11,34
22-11-2022,N,0,38,59,67
23-11-2022,T,6,88,16,32
23-11-2022,N,0,83,85,63
24-11-2022,T,9,72,31,28
24-11-2022,N,8,68,14,82
25-11-2022,T,6,82,65,28
25-11-2022,N,5,13,01,25
26-11-2022,T,6,53,43,32
26-11-2022,N,9,81,92,97
27-11-2022,T,2,66,94,93
27-11-2022,N,9,19,80,86
28-11-2022,T,1,51,55,76
28-11-2022,N,7,49,49,01
29-11-2022,T,2,50,07,08
29-11-2022,N,5,73,29,68
30-11-2022,T,5,70,33,17
30-11-2022,N,8,00,13,65
01-12-2022,T,0,52,56,31
01-12-2022,N,5,12,68,46
02-12-2022,T,2,11,03,20
02-12-2022,N,8,76,71,38
03-12-2022,T,2,91,92,18
03-12-2022,N,7,28,62,31
04-12-2022,T,9,42,47,80
04-12-2022,N,7,18,94,94
05-12-2022,T,7,30,20,98
05-12-2022,N,3,22,45,63
06-12-2022,T,3,40,27,84
06-12-2022,N,3,78,71,56
07-12-2022,T,1,94,80,64
07-12-2022,N,5,45,22,88
08-12-2022,T,4,83,67,78
08-12-2022,N,6,96,29,14
09-12-2022,T,8,46,12,53
09-12-2022,N,8,92,03,77
10-12-2022,T,6,54,36,61
10-12-2022,N,8,73,86,45
11-12-2022,T,6,10,25,60
11-12-2022,N,6,68,44,37
12-12-2022,T,8,53,93,98
12-12-2022,N,9,85,35,45
13-12-2022,T,5,70,39,90
13-12-2022,N,5,63,08,26
14-12-2022,T,2,92,72,08
14-12-2022,N,4,07,64,77
15-12-2022,T,2,82,68,03
15-12-2022,N,5,59,45,84
16-12-2022,T,4,29,92,06
16-12-2022,N,5,84,49,84
17-12-2022,T,7,49,39,07
17-12-2022,N,6,27,46,15
18-12-2022,T,2,09,79,77
18-12-2022,N,8,89,37,54
19-12-2022,T,9,74,94,66
19-12-2022,N,3,80,34,18
20-12-2022,T,0,66,25,56
20-12-2022,N,8,74,59,97
21-12-2022,T,9,01,73,63
21-12-2022,N,6,20,45,68
22-12-2022,T,7,24,99,48
22-12-2022,N,5,74,95,37
23-12-2022,T,0,52,74,83
23-12-2022,N,2,76,17,47
24-12-2022,T,4,87,23,87
24-12-2022,N,3,37,75,00
25-12-2022,T,7,70,11,98
25-12-2022,N,8,23,37,72
26-12-2022,T,4,65,83,17
26-12-2022,N,8,36,22,69
27-12-2022,T,5,42,61,27
27-12-2022,N,3,20,45,08
28-12-2022,T,9,21,65,37
28-12-2022,N,3,42,52,87
29-12-2022,T,2,10,67,27
29-12-2022,N,0,48,39,97
30-12-2022,T,5,15,70,22
30-12-2022,N,1,85,29,30
31-12-2022,T,2,39,26,96
31-12-2022,N,0,90,97,16
01-01-2023,T,0,11,42,18
01-01-2023,N,9,64,58,28
02-01-2023,T,8,51,10,02
02-01-2023,N,4,90,53,03
03-01-2023,T,0,03,60,71
03-01-2023,N,9,75,39,30
04-01-2023,T,8,57,15,94
04-01-2023,N,0,47,14,84
05-01-2023,T,7,17,08,74
05-01-2023,N,0,63,12,49
06-01-2023,T,4,42,69,46
06-01-2023,N,5,71,84,36
07-01-2023,T,1,50,66,66
07-01-2023,N,7,49,92,64
08-01-2023,T,7,92,46,02
08-01-2023,N,6,63,02,20
09-01-2023,T,7,85,60,16
09-01-2023,N,4,17,05,45
10-01-2023,T,4,31,65,88
10-01-2023,N,7,14,24,75
11-01-2023,T,8,98,05,93
11-01-2023,N,8,24,05,10
12-01-2023,T,8,06,76,56
12-01-2023,N,8,92,32,82
13-01-2023,T,3,96,54,00
13-01-2023,N,4,06,41,37
14-01-2023,T,5,78,76,05
14-01-2023,N,8,25,93,11
15-01-2023,T,8,64,82,62
15-01-2023,N,0,67,11,23
16-01-2023,T,0,61,38,67
16-01-2023,N,8,49,64,65
17-01-2023,T,4,13,59,67
17-01-2023,N,8,88,04,28
18-01-2023,T,1,35,87,74
18-01-2023,N,5,56,70,59
19-01-2023,T,1,00,49,41
19-01-2023,N,6,86,94,27
20-01-2023,T,4,68,83,76
20-01-2023,N,1,58,54,69
21-01-2023,T,0,74,17,36
21-01-2023,N,2,64,87,10
22-01-2023,T,2,12,90,60
22-01-2023,N,8,97,47,67
23-01-2023,T,7,91,68,89
23-01-2023,N,7,44,03,03
24-01-2023,T,1,34,73,48
24-01-2023,N,9,74,53,93
25-01-2023,T,0,86,90,86
25-01-2023,N,8,08,14,16
26-01-2023,T,1,48,79,08
26-01-2023,N,7,61,78,44
27-01-2023,T,4,48,37,28
27-01-2023,N,0,95,42,10
28-01-2023,T,6,04,39,49
28-01-2023,N,3,08,94,09
29-01-2023,T,2,39,91,40
29-01-2023,N,5,41,57,78
30-01-2023,T,8,68,79,67
30-01-2023,N,9,94,36,17
31-01-2023,T,1,14,33,95
31-01-2023,N,2,97,19,89
01-02-2023,T,7,43,47,17
01-02-2023,N,3,23,72,28
02-02-2023,T,9,99,15,50
02-02-2023,N,4,66,43,12
03-02-2023,T,7,27,13,97
03-02-2023,N,6,35,56,79
04-02-2023,T,5,83,34,54
04-02-2023,N,4,07,36,46
05-02-2023,T,9,47,22,44
05-02-2023,N,6,31,73,79
06-02-2023,T,5,04,93,63
06-02-2023,N,4,64,09,33
07-02-2023,T,3,54,68,61
07-02-2023,N,1,17,75,12
08-02-2023,T,1,97,73,30
08-02-2023,N,0,70,60,94
09-02-2023,T,9,38,68,55
09-02-2023,N,8,11,14,82
10-02-2023,T,4,03,90,95
10-02-2023,N,2,42,52,92
11-02-2023,T,3,55,82,16
11-02-2023,N,8,34,96,36
12-02-2023,T,5,36,97,89
12-02-2023,N,5,78,22,88
13-02-2023,T,6,85,42,37
13-02-2023,N,4,75,46,91
14-02-2023,T,3,96,64,85
14-02-2023,N,5,75,51,32
15-02-2023,T,9,02,47,58
15-02-2023,N,0,51,94,33
16-02-2023,T,5,07,40,06
16-02-2023,N,5,90,77,70
17-02-2023,T,5,98,26,24
17-02-2023,N,2,77,94,81
18-02-2023,T,2,71,70,62
18-02-2023,N,5,72,82,19
19-02-2023,T,6,26,30,86
19-02-2023,N,1,22,29,45
20-02-2023,T,8,77,68,85
20-02-2023,N,6,85,96,58
21-02-2023,T,8,72,54,05
21-02-2023,N,8,19,85,36
22-02-2023,T,2,59,02,09
22-02-2023,N,5,58,00,00
23-02-2023,T,2,27,47,82
23-02-2023,N,7,07,55,65
24-02-2023,T,4,94,39,78
24-02-2023,N,3,30,53,58
25-02-2023,T,6,15,84,40
25-02-2023,N,8,02,18,01
26-02-2023,T,6,77,68,36
26-02-2023,N,5,62,28,35
27-02-2023,T,1,76,89,61
27-02-2023,N,1,47,76,58
28-02-2023,T,0,50,49,30
28-02-2023,N,8,88,15,65
01-03-2023,T,3,78,91,79
01-03-2023,N,9,78,53,64
02-03-2023,T,5,52,09,81
02-03-2023,N,5,67,64,50
03-03-2023,T,3,51,56,26
03-03-2023,N,3,13,73,83
04-03-2023,T,6,81,07,15
04-03-2023,N,3,71,62,24
05-03-2023,T,6,40,93,10
05-03-2023,N,0,78,49,98
06-03-2023,T,7,40,04,74
06-03-2023,N,5,27,64,81
